# Bubble data generated by generate_bubbles_mesh.m
# Format: x, y, z, radius
# Bounding box min: [-15.0000, -30.0000, -15.0000]
# Bounding box max: [15.0000, 0.0000, 15.0000]
# Total bubbles: 242
2.419502,-14.175477,1.213419,0.521379
8.252483,-19.633954,2.224292,0.661835
-10.164811,-10.728502,-6.674045,0.453391
3.879780,-13.618221,-4.591190,0.442820
1.434444,-14.391713,-2.011478,0.705200
-5.884597,-12.681391,0.493464,0.373543
-1.951164,-13.823672,5.079314,0.449572
1.541810,-19.236686,-1.304834,0.587980
-6.074491,-17.394051,5.283525,0.605118
3.264319,-18.940782,-2.955672,0.333345
-0.283747,-17.177168,-6.666296,0.535004
3.216343,-18.204020,0.699700,0.242607
-0.922347,-20.283955,3.683481,0.486671
-0.558650,-15.865078,-1.316647,0.571266
6.703639,-16.233316,-2.433539,0.481956
6.340655,-8.114674,-1.388888,0.581952
6.377366,-16.120611,-4.934670,0.755831
3.021737,-19.788960,-2.218544,0.588590
-5.433691,-7.784442,-0.813327,0.490038
3.227574,-9.443944,0.206285,0.546249
7.336059,-16.033319,-0.287024,0.513823
2.200022,-21.777719,2.751008,0.252791
4.656119,-17.000825,0.491930,0.387538
3.270983,-15.701735,8.163070,0.633703
-1.365484,-13.757693,1.404107,0.443462
1.322422,-16.175236,8.120222,0.537363
-3.542773,-13.004601,-3.254047,0.299025
3.997780,-13.236476,2.369462,0.459678
-5.161815,-20.628055,-1.171129,0.540044
-4.809917,-19.265824,2.700641,0.245773
-3.642744,-18.334977,2.672689,0.502139
6.472711,-16.442590,-5.971694,0.309070
1.463357,-14.943889,-6.484561,0.444370
6.166343,-17.056566,6.615906,0.150000
-7.701824,-9.408982,-1.470664,0.273462
-0.460091,-19.800156,3.655454,0.301420
-1.086512,-10.798223,2.454930,0.274045
1.436430,-13.423555,-4.732345,0.191186
1.407864,-15.130526,1.788601,0.493234
-3.891960,-14.178965,-3.383526,0.210872
-0.135231,-22.042752,6.823201,0.466533
-0.741956,-15.380428,-0.146549,0.568060
2.824683,-7.782241,7.361998,0.449666
4.919696,-14.557435,-1.912763,0.463966
4.991730,-14.813819,2.652450,0.393276
-3.886438,-18.303761,-0.282561,0.227599
0.348116,-15.138662,-9.098815,0.443427
-5.463527,-13.954438,-4.419592,0.594124
-5.010753,-13.081256,2.756301,0.710737
-0.030822,-16.677639,-0.246988,0.385469
6.896836,-16.064046,-5.034294,0.205902
-3.463497,-5.893391,-2.818703,0.474952
1.671205,-25.162593,1.122830,0.506440
-1.015130,-4.967494,-4.468586,0.415957
5.028103,-13.480963,4.387276,0.277663
-4.900789,-10.499726,-2.883193,0.753650
0.146509,-22.488740,8.139882,0.150000
2.486372,-17.655156,-4.859398,0.373504
4.952746,-16.251289,0.896352,0.251756
6.948954,-13.097779,-6.844620,0.354581
0.386690,-22.515903,-3.256340,0.497678
-6.712156,-12.877646,-2.669626,0.470707
-3.340358,-20.457812,1.806014,0.343390
-4.777118,-14.702145,4.239600,0.566551
10.577058,-12.064399,1.352187,0.543359
-2.770208,-13.528230,-1.678818,0.547107
3.366346,-10.128149,3.669698,0.386155
-0.865883,-10.472653,3.594991,0.607287
3.998747,-17.929085,0.540924,0.549106
-3.441822,-13.843247,2.570614,0.826316
-6.310210,-19.249700,1.857582,0.609519
-6.400692,-20.948048,-4.441328,0.623538
2.196873,-10.838283,3.418057,0.457947
-0.798188,-14.999776,-2.957406,0.256742
-0.882241,-15.247135,-2.717633,0.394317
6.386896,-10.899927,0.796261,0.336331
1.312130,-12.324373,-1.383766,0.365405
0.890150,-13.424095,-0.593192,0.533271
7.144646,-9.373869,2.679110,0.366483
-3.620097,-10.815947,4.710748,0.315733
3.134810,-13.921065,-0.890814,0.388601
3.757897,-18.106625,1.474552,0.425867
-1.096718,-17.931991,-1.072357,0.511400
0.970515,-9.635542,1.033186,0.307105
-5.246298,-22.253237,1.979991,0.497598
-5.165788,-15.110079,-2.775897,0.461703
0.471936,-23.769812,1.236766,0.648658
3.250143,-10.407759,2.704959,0.418024
-3.001008,-14.994771,7.784286,0.274297
0.842990,-15.318767,-2.738509,0.242211
-0.371225,-26.188278,-3.316769,0.496576
-8.698603,-12.384725,-7.874457,0.412577
-1.975348,-24.865957,4.097172,0.525562
-8.076055,-25.436761,3.901871,0.316101
